dcls_month,fin_co_no,fin_prdt_cd,kor_co_nm,fin_prdt_nm,join_way,mtrt_int,spcl_cnd,join_deny,join_member,etc_note,max_limit,dcls_strt_day,dcls_end_day,fin_co_subm_day,intr_rate_type,intr_rate_type_nm,save_trm,intr_rate,intr_rate2
202505,0010022,10-01-20-024-0063-0000,전북은행,내맘 쏙 정기예금,"인터넷,스마트폰","만기후 1개월 이하 : 만기일 현재 계약기간별 정기예금 실행이율 1/2
만기후 1개월 초과 : 연 0.01%","1. 모바일뱅킹 첫거래 고객 0.10%
2. 마케팅동의고객 0.10%
3. 입출금계좌 이용고객 0.10%",1,실명의 개인 및 개인사업자,"가입금액 : 계좌당 10만원 이상
예금의 신규 : 모바일뱅킹, 모바일Web
예금의 해지 : 모바일뱅킹, 인터넷뱅킹, 영업점
계약기간 : 1개월이상 12개월이내(월단위)",999999999999.0,20250520,,202505201147,S,단리,3,2.55,2.85
202505,0010022,10-01-20-024-0063-0000,전북은행,내맘 쏙 정기예금,"인터넷,스마트폰","만기후 1개월 이하 : 만기일 현재 계약기간별 정기예금 실행이율 1/2
만기후 1개월 초과 : 연 0.01%","1. 모바일뱅킹 첫거래 고객 0.10%
2. 마케팅동의고객 0.10%
3. 입출금계좌 이용고객 0.10%",1,실명의 개인 및 개인사업자,"가입금액 : 계좌당 10만원 이상
예금의 신규 : 모바일뱅킹, 모바일Web
예금의 해지 : 모바일뱅킹, 인터넷뱅킹, 영업점
계약기간 : 1개월이상 12개월이내(월단위)",999999999999.0,20250520,,202505201147,S,단리,6,2.55,2.85
202505,0010022,10-01-20-024-0063-0000,전북은행,내맘 쏙 정기예금,"인터넷,스마트폰","만기후 1개월 이하 : 만기일 현재 계약기간별 정기예금 실행이율 1/2
만기후 1개월 초과 : 연 0.01%","1. 모바일뱅킹 첫거래 고객 0.10%
2. 마케팅동의고객 0.10%
3. 입출금계좌 이용고객 0.10%",1,실명의 개인 및 개인사업자,"가입금액 : 계좌당 10만원 이상
예금의 신규 : 모바일뱅킹, 모바일Web
예금의 해지 : 모바일뱅킹, 인터넷뱅킹, 영업점
계약기간 : 1개월이상 12개월이내(월단위)",999999999999.0,20250520,,202505201147,S,단리,12,2.5,2.8
202505,0010024,21001115,경남은행,BNK더조은정기예금,"인터넷,스마트폰","만기 후 1개월 이내: 일반정기예금 기본이율 Ⅹ50%
만기 후 1개월 초과: 일반정기예금 기본이율 Ⅹ20%","①가입금액 20백만원 이상인 경우 0.20%
②이 예금 신규시 금리우대쿠폰 등록할 경우 0.20% 
③ 경남은행 오픈뱅킹 서비스에 가입되어 있는 경우
(만기시까지 해당서비스 유지하는 경우) 0.10%
④ 자동재예치 신청 0.05%
(단 금리우대쿠폰과 중복적용 불가)",1,"거래대상자는 제한을 두지 아니한다. 다만, 국가 및 지방자치단체는 이 예금을 거래할 수 없다.","1. 이 예금의 계약기간은 3개월 이상 2년 이내 월단위로 한다.
2. 가입금액은 1인당 최소 100만원 이상 5억원 이하이다.",500000000.0,20250520,99991231,202505201013,S,단리,3,2.1,2.6
202505,0010024,21001115,경남은행,BNK더조은정기예금,"인터넷,스마트폰","만기 후 1개월 이내: 일반정기예금 기본이율 Ⅹ50%
만기 후 1개월 초과: 일반정기예금 기본이율 Ⅹ20%","①가입금액 20백만원 이상인 경우 0.20%
②이 예금 신규시 금리우대쿠폰 등록할 경우 0.20% 
③ 경남은행 오픈뱅킹 서비스에 가입되어 있는 경우
(만기시까지 해당서비스 유지하는 경우) 0.10%
④ 자동재예치 신청 0.05%
(단 금리우대쿠폰과 중복적용 불가)",1,"거래대상자는 제한을 두지 아니한다. 다만, 국가 및 지방자치단체는 이 예금을 거래할 수 없다.","1. 이 예금의 계약기간은 3개월 이상 2년 이내 월단위로 한다.
2. 가입금액은 1인당 최소 100만원 이상 5억원 이하이다.",500000000.0,20250520,99991231,202505201013,S,단리,6,2.15,2.65
202505,0010024,21001115,경남은행,BNK더조은정기예금,"인터넷,스마트폰","만기 후 1개월 이내: 일반정기예금 기본이율 Ⅹ50%
만기 후 1개월 초과: 일반정기예금 기본이율 Ⅹ20%","①가입금액 20백만원 이상인 경우 0.20%
②이 예금 신규시 금리우대쿠폰 등록할 경우 0.20% 
③ 경남은행 오픈뱅킹 서비스에 가입되어 있는 경우
(만기시까지 해당서비스 유지하는 경우) 0.10%
④ 자동재예치 신청 0.05%
(단 금리우대쿠폰과 중복적용 불가)",1,"거래대상자는 제한을 두지 아니한다. 다만, 국가 및 지방자치단체는 이 예금을 거래할 수 없다.","1. 이 예금의 계약기간은 3개월 이상 2년 이내 월단위로 한다.
2. 가입금액은 1인당 최소 100만원 이상 5억원 이하이다.",500000000.0,20250520,99991231,202505201013,S,단리,12,2.15,2.65
202505,0010024,21001115,경남은행,BNK더조은정기예금,"인터넷,스마트폰","만기 후 1개월 이내: 일반정기예금 기본이율 Ⅹ50%
만기 후 1개월 초과: 일반정기예금 기본이율 Ⅹ20%","①가입금액 20백만원 이상인 경우 0.20%
②이 예금 신규시 금리우대쿠폰 등록할 경우 0.20% 
③ 경남은행 오픈뱅킹 서비스에 가입되어 있는 경우
(만기시까지 해당서비스 유지하는 경우) 0.10%
④ 자동재예치 신청 0.05%
(단 금리우대쿠폰과 중복적용 불가)",1,"거래대상자는 제한을 두지 아니한다. 다만, 국가 및 지방자치단체는 이 예금을 거래할 수 없다.","1. 이 예금의 계약기간은 3개월 이상 2년 이내 월단위로 한다.
2. 가입금액은 1인당 최소 100만원 이상 5억원 이하이다.",500000000.0,20250520,99991231,202505201013,S,단리,24,2.15,2.65
202505,0010024,21001203,경남은행,BNK주거래우대정기예금,"인터넷,스마트폰","만기 후 1개월 이내: 일반정기예금 기본이율 Ⅹ50%
만기 후 1개월 초과: 일반정기예금 기본이율 Ⅹ20%","①급여,연금,가맹점대금 중 한 종류 입금할 경우 0.10%
②당행 신용/체크카드 결제실적 보유할 경우 0.10%
③가입일 기준 6개월이내 당행 정기예금 미보유 신규 고객인 경우 0.10%",1,개인 및 개인사업자,"1. 이 예금의 계약기간은 6개월, 1년, 2년으로 한다.
2. 가입좌수 제한없으며 가입금액은 최소 1백만원 이상 최고 5억원 이하이다.",500000000.0,20250520,99991231,202505201013,S,단리,6,2.3,2.6
202505,0010024,21001203,경남은행,BNK주거래우대정기예금,"인터넷,스마트폰","만기 후 1개월 이내: 일반정기예금 기본이율 Ⅹ50%
만기 후 1개월 초과: 일반정기예금 기본이율 Ⅹ20%","①급여,연금,가맹점대금 중 한 종류 입금할 경우 0.10%
②당행 신용/체크카드 결제실적 보유할 경우 0.10%
③가입일 기준 6개월이내 당행 정기예금 미보유 신규 고객인 경우 0.10%",1,개인 및 개인사업자,"1. 이 예금의 계약기간은 6개월, 1년, 2년으로 한다.
2. 가입좌수 제한없으며 가입금액은 최소 1백만원 이상 최고 5억원 이하이다.",500000000.0,20250520,99991231,202505201013,S,단리,12,2.35,2.65
202505,0010024,21001203,경남은행,BNK주거래우대정기예금,"인터넷,스마트폰","만기 후 1개월 이내: 일반정기예금 기본이율 Ⅹ50%
만기 후 1개월 초과: 일반정기예금 기본이율 Ⅹ20%","①급여,연금,가맹점대금 중 한 종류 입금할 경우 0.10%
②당행 신용/체크카드 결제실적 보유할 경우 0.10%
③가입일 기준 6개월이내 당행 정기예금 미보유 신규 고객인 경우 0.10%",1,개인 및 개인사업자,"1. 이 예금의 계약기간은 6개월, 1년, 2년으로 한다.
2. 가입좌수 제한없으며 가입금액은 최소 1백만원 이상 최고 5억원 이하이다.",500000000.0,20250520,99991231,202505201013,S,단리,24,2.25,2.55
202505,0010024,21001280,경남은행,The든든예금(시즌2),스마트폰,"만기 후 1개월 이내: 일반정기예금 기본이율 Ⅹ50%
만기 후 1개월 초과: 일반정기예금 기본이율 Ⅹ20%","①마케팅동의 및 모바일메세지 수신동의 0.05%
②신규고객 우대(최근 12개월 신규이력·해지이력 미보유) 0.10%
③이벤트금리(비대면금리) 최대 0.60%
   (3, 6개월 0.55% / 12개월 0.60%)",1,개인,"1. 이 예금의 계약기간은 3개월, 6개월, 12개월로 한다.
2. 가입좌수 제한없으며, 가입금액은 1인당 최소 100만원 이상 10억원 이하이다.",1000000000.0,20250520,20251231,202505201013,S,단리,3,2.05,2.75
202505,0010024,21001280,경남은행,The든든예금(시즌2),스마트폰,"만기 후 1개월 이내: 일반정기예금 기본이율 Ⅹ50%
만기 후 1개월 초과: 일반정기예금 기본이율 Ⅹ20%","①마케팅동의 및 모바일메세지 수신동의 0.05%
②신규고객 우대(최근 12개월 신규이력·해지이력 미보유) 0.10%
③이벤트금리(비대면금리) 최대 0.60%
   (3, 6개월 0.55% / 12개월 0.60%)",1,개인,"1. 이 예금의 계약기간은 3개월, 6개월, 12개월로 한다.
2. 가입좌수 제한없으며, 가입금액은 1인당 최소 100만원 이상 10억원 이하이다.",1000000000.0,20250520,20251231,202505201013,S,단리,6,2.05,2.75
202505,0010024,21001280,경남은행,The든든예금(시즌2),스마트폰,"만기 후 1개월 이내: 일반정기예금 기본이율 Ⅹ50%
만기 후 1개월 초과: 일반정기예금 기본이율 Ⅹ20%","①마케팅동의 및 모바일메세지 수신동의 0.05%
②신규고객 우대(최근 12개월 신규이력·해지이력 미보유) 0.10%
③이벤트금리(비대면금리) 최대 0.60%
   (3, 6개월 0.55% / 12개월 0.60%)",1,개인,"1. 이 예금의 계약기간은 3개월, 6개월, 12개월로 한다.
2. 가입좌수 제한없으며, 가입금액은 1인당 최소 100만원 이상 10억원 이하이다.",1000000000.0,20250520,20251231,202505201013,S,단리,12,2.0,2.75
202505,0010026,01211310121,중소기업은행,IBK평생한가족통장(실세금리정기예금),"영업점,인터넷,스마트폰",만기일 당시 정기예금 만기후 이자율 적용 -1개월 이내: 만기일 당시 계약기간별 고시금리×50% -1월 초과 6개월 이내: 만기일 당시 계약기간별 고시금리×30% -6개월 초과: 만기일 당시 계약기간별 고시금리×20%,"최고 연 0.20%p

-고객별 우대 : 최고 연 0.05%p
 1. 최초신규고객 : 연 0.05%p
 2. 재예치고객 : 연 0.05%p
 3. 장기거래고객 : 연 0.05%p

-주거래우대 : 연 0.15%p",1,"실명의 개인
(개인사업자 제외)","계좌 수 제한 없으며, 최소 1백만원 이상 통합한도 1억원 이내 가입 가능",100000000.0,20250520,,202505201048,S,단리,12,2.45,2.65
202505,0010026,01211310121,중소기업은행,IBK평생한가족통장(실세금리정기예금),"영업점,인터넷,스마트폰",만기일 당시 정기예금 만기후 이자율 적용 -1개월 이내: 만기일 당시 계약기간별 고시금리×50% -1월 초과 6개월 이내: 만기일 당시 계약기간별 고시금리×30% -6개월 초과: 만기일 당시 계약기간별 고시금리×20%,"최고 연 0.20%p

-고객별 우대 : 최고 연 0.05%p
 1. 최초신규고객 : 연 0.05%p
 2. 재예치고객 : 연 0.05%p
 3. 장기거래고객 : 연 0.05%p

-주거래우대 : 연 0.15%p",1,"실명의 개인
(개인사업자 제외)","계좌 수 제한 없으며, 최소 1백만원 이상 통합한도 1억원 이내 가입 가능",100000000.0,20250520,,202505201048,S,단리,24,2.3,2.5
202505,0010026,01211310121,중소기업은행,IBK평생한가족통장(실세금리정기예금),"영업점,인터넷,스마트폰",만기일 당시 정기예금 만기후 이자율 적용 -1개월 이내: 만기일 당시 계약기간별 고시금리×50% -1월 초과 6개월 이내: 만기일 당시 계약기간별 고시금리×30% -6개월 초과: 만기일 당시 계약기간별 고시금리×20%,"최고 연 0.20%p

-고객별 우대 : 최고 연 0.05%p
 1. 최초신규고객 : 연 0.05%p
 2. 재예치고객 : 연 0.05%p
 3. 장기거래고객 : 연 0.05%p

-주거래우대 : 연 0.15%p",1,"실명의 개인
(개인사업자 제외)","계좌 수 제한 없으며, 최소 1백만원 이상 통합한도 1억원 이내 가입 가능",100000000.0,20250520,,202505201048,S,단리,36,2.25,2.45
202505,0010026,01211310130,중소기업은행,1석7조통장(실세금리정기예금),"인터넷,스마트폰",만기일 당시 정기예금 만기후 이자율 적용 -1개월 이내: 만기일 당시 계약기간별 고시금리×50% -1월 초과 6개월 이내: 만기일 당시 계약기간별 고시금리×30% -6개월 초과: 만기일 당시 계약기간별 고시금리×20%,없음,1,"실명의 개인
(개인사업자 제외)","계좌 수 제한 없으며, 최소 1백만원 이상 납입한도 제한 없음",,20250521,,202505211420,S,단리,6,2.23,2.23
202505,0010026,01211310130,중소기업은행,1석7조통장(실세금리정기예금),"인터넷,스마트폰",만기일 당시 정기예금 만기후 이자율 적용 -1개월 이내: 만기일 당시 계약기간별 고시금리×50% -1월 초과 6개월 이내: 만기일 당시 계약기간별 고시금리×30% -6개월 초과: 만기일 당시 계약기간별 고시금리×20%,없음,1,"실명의 개인
(개인사업자 제외)","계좌 수 제한 없으며, 최소 1백만원 이상 납입한도 제한 없음",,20250521,,202505211420,S,단리,12,2.3,2.3
202505,0010026,01211310130,중소기업은행,1석7조통장(실세금리정기예금),"인터넷,스마트폰",만기일 당시 정기예금 만기후 이자율 적용 -1개월 이내: 만기일 당시 계약기간별 고시금리×50% -1월 초과 6개월 이내: 만기일 당시 계약기간별 고시금리×30% -6개월 초과: 만기일 당시 계약기간별 고시금리×20%,없음,1,"실명의 개인
(개인사업자 제외)","계좌 수 제한 없으며, 최소 1백만원 이상 납입한도 제한 없음",,20250521,,202505211420,S,단리,24,2.21,2.21
202505,0010026,01211310130,중소기업은행,1석7조통장(실세금리정기예금),"인터넷,스마트폰",만기일 당시 정기예금 만기후 이자율 적용 -1개월 이내: 만기일 당시 계약기간별 고시금리×50% -1월 초과 6개월 이내: 만기일 당시 계약기간별 고시금리×30% -6개월 초과: 만기일 당시 계약기간별 고시금리×20%,없음,1,"실명의 개인
(개인사업자 제외)","계좌 수 제한 없으며, 최소 1백만원 이상 납입한도 제한 없음",,20250521,,202505211420,S,단리,36,2.24,2.24
202505,0010026,01211310142,중소기업은행,IBK굴리기통장(정기예금),"영업점,스마트폰",만기일 당시 정기예금 만기후 이자율 적용 -1개월 이내: 만기일 당시 계약기간별 고시금리×50% -1월 초과 6개월 이내: 만기일 당시 계약기간별 고시금리×30% -6개월 초과: 만기일 당시 계약기간별 고시금리×20%,없음,1,"실명의 개인
(개인사업자 제외)","계좌 수 제한 없으며, 최소 1백만원 이상 통합한도 3억원 이내 가입 가능",300000000.0,20250521,,202505211419,S,단리,1,2.37,2.37
202505,0010026,01211310142,중소기업은행,IBK굴리기통장(정기예금),"영업점,스마트폰",만기일 당시 정기예금 만기후 이자율 적용 -1개월 이내: 만기일 당시 계약기간별 고시금리×50% -1월 초과 6개월 이내: 만기일 당시 계약기간별 고시금리×30% -6개월 초과: 만기일 당시 계약기간별 고시금리×20%,없음,1,"실명의 개인
(개인사업자 제외)","계좌 수 제한 없으며, 최소 1백만원 이상 통합한도 3억원 이내 가입 가능",300000000.0,20250521,,202505211419,S,단리,3,2.36,2.36
202505,0010026,01211310142,중소기업은행,IBK굴리기통장(정기예금),"영업점,스마트폰",만기일 당시 정기예금 만기후 이자율 적용 -1개월 이내: 만기일 당시 계약기간별 고시금리×50% -1월 초과 6개월 이내: 만기일 당시 계약기간별 고시금리×30% -6개월 초과: 만기일 당시 계약기간별 고시금리×20%,없음,1,"실명의 개인
(개인사업자 제외)","계좌 수 제한 없으며, 최소 1백만원 이상 통합한도 3억원 이내 가입 가능",300000000.0,20250521,,202505211419,S,단리,6,2.33,2.33
202505,0010026,01211310142,중소기업은행,IBK굴리기통장(정기예금),"영업점,스마트폰",만기일 당시 정기예금 만기후 이자율 적용 -1개월 이내: 만기일 당시 계약기간별 고시금리×50% -1월 초과 6개월 이내: 만기일 당시 계약기간별 고시금리×30% -6개월 초과: 만기일 당시 계약기간별 고시금리×20%,없음,1,"실명의 개인
(개인사업자 제외)","계좌 수 제한 없으며, 최소 1백만원 이상 통합한도 3억원 이내 가입 가능",300000000.0,20250521,,202505211419,S,단리,12,2.37,2.37
202505,0010030,06492,한국산업은행,KDB 정기예금,"영업점,인터넷,스마트폰","* 만기후 1년 이내 : 만기일 현재 고시된 일반 정기예금 해당기간 기본이율의 1/2
* 만기후 1년 초과 : 만기일 현재 고시된 보통예금 이자율",해당없음,1,제한없음,해당없음,,20250520,,202505201013,S,단리,1,2.6,2.6
202505,0010030,06492,한국산업은행,KDB 정기예금,"영업점,인터넷,스마트폰","* 만기후 1년 이내 : 만기일 현재 고시된 일반 정기예금 해당기간 기본이율의 1/2
* 만기후 1년 초과 : 만기일 현재 고시된 보통예금 이자율",해당없음,1,제한없음,해당없음,,20250520,,202505201013,S,단리,3,2.7,2.7
202505,0010030,06492,한국산업은행,KDB 정기예금,"영업점,인터넷,스마트폰","* 만기후 1년 이내 : 만기일 현재 고시된 일반 정기예금 해당기간 기본이율의 1/2
* 만기후 1년 초과 : 만기일 현재 고시된 보통예금 이자율",해당없음,1,제한없음,해당없음,,20250520,,202505201013,S,단리,6,2.65,2.65
202505,0010030,06492,한국산업은행,KDB 정기예금,"영업점,인터넷,스마트폰","* 만기후 1년 이내 : 만기일 현재 고시된 일반 정기예금 해당기간 기본이율의 1/2
* 만기후 1년 초과 : 만기일 현재 고시된 보통예금 이자율",해당없음,1,제한없음,해당없음,,20250520,,202505201013,S,단리,12,2.6,2.6
202505,0010030,06492,한국산업은행,KDB 정기예금,"영업점,인터넷,스마트폰","* 만기후 1년 이내 : 만기일 현재 고시된 일반 정기예금 해당기간 기본이율의 1/2
* 만기후 1년 초과 : 만기일 현재 고시된 보통예금 이자율",해당없음,1,제한없음,해당없음,,20250520,,202505201013,S,단리,24,2.5,2.5
202505,0010030,06492,한국산업은행,KDB 정기예금,"영업점,인터넷,스마트폰","* 만기후 1년 이내 : 만기일 현재 고시된 일반 정기예금 해당기간 기본이율의 1/2
* 만기후 1년 초과 : 만기일 현재 고시된 보통예금 이자율",해당없음,1,제한없음,해당없음,,20250520,,202505201013,S,단리,36,2.5,2.5
202505,0010927,010300100335,국민은행,KB Star 정기예금,"인터넷,스마트폰","- 1개월 이내 : 기본이율 X 50%
- 1개월 초과  ~ 3개월 이내 : 기본이율 X 30%
- 3개월 초과 : 0.1%",해당무,1,실명의 개인 또는 개인사업자,- 가입금액 : 1백만원 이상,,20250520,,202505201147,S,단리,1,1.8,2.65
202505,0010927,010300100335,국민은행,KB Star 정기예금,"인터넷,스마트폰","- 1개월 이내 : 기본이율 X 50%
- 1개월 초과  ~ 3개월 이내 : 기본이율 X 30%
- 3개월 초과 : 0.1%",해당무,1,실명의 개인 또는 개인사업자,- 가입금액 : 1백만원 이상,,20250520,,202505201147,S,단리,3,2.2,2.63
202505,0010927,010300100335,국민은행,KB Star 정기예금,"인터넷,스마트폰","- 1개월 이내 : 기본이율 X 50%
- 1개월 초과  ~ 3개월 이내 : 기본이율 X 30%
- 3개월 초과 : 0.1%",해당무,1,실명의 개인 또는 개인사업자,- 가입금액 : 1백만원 이상,,20250520,,202505201147,S,단리,6,2.3,2.58
202505,0010927,010300100335,국민은행,KB Star 정기예금,"인터넷,스마트폰","- 1개월 이내 : 기본이율 X 50%
- 1개월 초과  ~ 3개월 이내 : 기본이율 X 30%
- 3개월 초과 : 0.1%",해당무,1,실명의 개인 또는 개인사업자,- 가입금액 : 1백만원 이상,,20250520,,202505201147,S,단리,12,2.4,2.58
202505,0010927,010300100335,국민은행,KB Star 정기예금,"인터넷,스마트폰","- 1개월 이내 : 기본이율 X 50%
- 1개월 초과  ~ 3개월 이내 : 기본이율 X 30%
- 3개월 초과 : 0.1%",해당무,1,실명의 개인 또는 개인사업자,- 가입금액 : 1백만원 이상,,20250520,,202505201147,S,단리,24,2.4,2.5
202505,0010927,010300100335,국민은행,KB Star 정기예금,"인터넷,스마트폰","- 1개월 이내 : 기본이율 X 50%
- 1개월 초과  ~ 3개월 이내 : 기본이율 X 30%
- 3개월 초과 : 0.1%",해당무,1,실명의 개인 또는 개인사업자,- 가입금액 : 1백만원 이상,,20250520,,202505201147,S,단리,36,2.4,2.5
202505,0011625,200-0135-12,신한은행,쏠편한 정기예금,"인터넷,스마트폰","-1개월 이하: (일반) 정기예금 기본금리 1/2
(단, 최저금리 0.10%)
-1개월 초과~6개월 이하: (일반) 정기예금 기본금리의 1/4
(단, 최저금리 0.10%)
-6개월 초과:  0.10%",해당사항없음,1,만14세이상 개인고객,"1. 가입한도 :
 1만원 이상",,20250520,,202505201017,S,단리,1,1.8,2.6
202505,0011625,200-0135-12,신한은행,쏠편한 정기예금,"인터넷,스마트폰","-1개월 이하: (일반) 정기예금 기본금리 1/2
(단, 최저금리 0.10%)
-1개월 초과~6개월 이하: (일반) 정기예금 기본금리의 1/4
(단, 최저금리 0.10%)
-6개월 초과:  0.10%",해당사항없음,1,만14세이상 개인고객,"1. 가입한도 :
 1만원 이상",,20250520,,202505201017,S,단리,3,2.0,2.55
202505,0011625,200-0135-12,신한은행,쏠편한 정기예금,"인터넷,스마트폰","-1개월 이하: (일반) 정기예금 기본금리 1/2
(단, 최저금리 0.10%)
-1개월 초과~6개월 이하: (일반) 정기예금 기본금리의 1/4
(단, 최저금리 0.10%)
-6개월 초과:  0.10%",해당사항없음,1,만14세이상 개인고객,"1. 가입한도 :
 1만원 이상",,20250520,,202505201017,S,단리,6,2.05,2.5
202505,0011625,200-0135-12,신한은행,쏠편한 정기예금,"인터넷,스마트폰","-1개월 이하: (일반) 정기예금 기본금리 1/2
(단, 최저금리 0.10%)
-1개월 초과~6개월 이하: (일반) 정기예금 기본금리의 1/4
(단, 최저금리 0.10%)
-6개월 초과:  0.10%",해당사항없음,1,만14세이상 개인고객,"1. 가입한도 :
 1만원 이상",,20250520,,202505201017,S,단리,12,2.15,2.55
202505,0011625,200-0135-12,신한은행,쏠편한 정기예금,"인터넷,스마트폰","-1개월 이하: (일반) 정기예금 기본금리 1/2
(단, 최저금리 0.10%)
-1개월 초과~6개월 이하: (일반) 정기예금 기본금리의 1/4
(단, 최저금리 0.10%)
-6개월 초과:  0.10%",해당사항없음,1,만14세이상 개인고객,"1. 가입한도 :
 1만원 이상",,20250520,,202505201017,S,단리,24,2.25,2.45
202505,0011625,200-0135-12,신한은행,쏠편한 정기예금,"인터넷,스마트폰","-1개월 이하: (일반) 정기예금 기본금리 1/2
(단, 최저금리 0.10%)
-1개월 초과~6개월 이하: (일반) 정기예금 기본금리의 1/4
(단, 최저금리 0.10%)
-6개월 초과:  0.10%",해당사항없음,1,만14세이상 개인고객,"1. 가입한도 :
 1만원 이상",,20250520,,202505201017,S,단리,36,2.25,2.45
202505,0013175,10-003-1225-0001,농협은행주식회사,NH왈츠회전예금 II,"영업점,인터넷,스마트폰","만기 후 3개월 : 기본금리의 50%
만기 후 6개월 : 기본금리의 20%
만기 후 6개월 초과 : 기본금리의 10%

* 기본금리 : 만기시점의 일반정기예금 계약기간별 금리","1. 급여이체실적(50만원 이상)이 있는 경우 : 0.1%p
2. 트리플 회전 우대이율 :  4회전기간부터 0.1%p",1,개인,"※ 기본금리 및 최고 우대금리 항목은 가입기간이 아닌 ‘회전주기’기간별 금리를 공시
 - 회전주기는 1개월 이상 12개월 이내 월단위로 선택 가능
※ 전월취급평균금리는 본 홈페이지에 공시되지 않는 회전기간 6개월 미만의 계좌들도 포함하여 산출하기 때문에 회전기간별로 공시된 기본금리보다 낮게 보여질 수 있음",,20250521,,202505211422,S,단리,1,2.55,2.65
202505,0013175,10-003-1225-0001,농협은행주식회사,NH왈츠회전예금 II,"영업점,인터넷,스마트폰","만기 후 3개월 : 기본금리의 50%
만기 후 6개월 : 기본금리의 20%
만기 후 6개월 초과 : 기본금리의 10%

* 기본금리 : 만기시점의 일반정기예금 계약기간별 금리","1. 급여이체실적(50만원 이상)이 있는 경우 : 0.1%p
2. 트리플 회전 우대이율 :  4회전기간부터 0.1%p",1,개인,"※ 기본금리 및 최고 우대금리 항목은 가입기간이 아닌 ‘회전주기’기간별 금리를 공시
 - 회전주기는 1개월 이상 12개월 이내 월단위로 선택 가능
※ 전월취급평균금리는 본 홈페이지에 공시되지 않는 회전기간 6개월 미만의 계좌들도 포함하여 산출하기 때문에 회전기간별로 공시된 기본금리보다 낮게 보여질 수 있음",,20250521,,202505211422,S,단리,3,2.55,2.65
202505,0013175,10-003-1225-0001,농협은행주식회사,NH왈츠회전예금 II,"영업점,인터넷,스마트폰","만기 후 3개월 : 기본금리의 50%
만기 후 6개월 : 기본금리의 20%
만기 후 6개월 초과 : 기본금리의 10%

* 기본금리 : 만기시점의 일반정기예금 계약기간별 금리","1. 급여이체실적(50만원 이상)이 있는 경우 : 0.1%p
2. 트리플 회전 우대이율 :  4회전기간부터 0.1%p",1,개인,"※ 기본금리 및 최고 우대금리 항목은 가입기간이 아닌 ‘회전주기’기간별 금리를 공시
 - 회전주기는 1개월 이상 12개월 이내 월단위로 선택 가능
※ 전월취급평균금리는 본 홈페이지에 공시되지 않는 회전기간 6개월 미만의 계좌들도 포함하여 산출하기 때문에 회전기간별로 공시된 기본금리보다 낮게 보여질 수 있음",,20250521,,202505211422,S,단리,6,2.55,2.65
202505,0013175,10-003-1225-0001,농협은행주식회사,NH왈츠회전예금 II,"영업점,인터넷,스마트폰","만기 후 3개월 : 기본금리의 50%
만기 후 6개월 : 기본금리의 20%
만기 후 6개월 초과 : 기본금리의 10%

* 기본금리 : 만기시점의 일반정기예금 계약기간별 금리","1. 급여이체실적(50만원 이상)이 있는 경우 : 0.1%p
2. 트리플 회전 우대이율 :  4회전기간부터 0.1%p",1,개인,"※ 기본금리 및 최고 우대금리 항목은 가입기간이 아닌 ‘회전주기’기간별 금리를 공시
 - 회전주기는 1개월 이상 12개월 이내 월단위로 선택 가능
※ 전월취급평균금리는 본 홈페이지에 공시되지 않는 회전기간 6개월 미만의 계좌들도 포함하여 산출하기 때문에 회전기간별로 공시된 기본금리보다 낮게 보여질 수 있음",,20250521,,202505211422,S,단리,12,2.55,2.65
202505,0013175,10-003-1381-0001,농협은행주식회사,NH내가Green초록세상예금,"영업점,인터넷,스마트폰","만기 후 3개월 : 기본금리의 50%
만기 후 6개월 : 기본금리의 20%
만기 후  6개월 초과 : 기본금리의 10%

* 기본금리 : 만기시점의 일반정기예금 계약기간별 금리","※ 우대금리 최대한도 : 0.4%p(연%, 세전)
1. 온실가스 줄이기 실천서약서 동의 : 0.1%p
2. 통장미발급 : 0.1%p
3. 손하나로인증 서비스 등록 : 0.1%p
4. NH내가Green초록세상적금 동시 보유 : 0.1%p",1,개인,"1. 300만원이상 가입
2. 온실가스 줄이기 실천서약서 동의시 가입가능
3. 신규가입 계좌당 2천원씩 녹색환경기금 적립
※ 자세한 사항은 상품설명서 참조",,20250521,,202505211422,S,단리,12,2.4,2.8
202505,0013175,10-003-1381-0001,농협은행주식회사,NH내가Green초록세상예금,"영업점,인터넷,스마트폰","만기 후 3개월 : 기본금리의 50%
만기 후 6개월 : 기본금리의 20%
만기 후  6개월 초과 : 기본금리의 10%

* 기본금리 : 만기시점의 일반정기예금 계약기간별 금리","※ 우대금리 최대한도 : 0.4%p(연%, 세전)
1. 온실가스 줄이기 실천서약서 동의 : 0.1%p
2. 통장미발급 : 0.1%p
3. 손하나로인증 서비스 등록 : 0.1%p
4. NH내가Green초록세상적금 동시 보유 : 0.1%p",1,개인,"1. 300만원이상 가입
2. 온실가스 줄이기 실천서약서 동의시 가입가능
3. 신규가입 계좌당 2천원씩 녹색환경기금 적립
※ 자세한 사항은 상품설명서 참조",,20250521,,202505211422,S,단리,24,2.35,2.75
